DATE_TIME,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
04-06-2020 23:00,adLQvlD726eNBSB,0,0,8314,6430581.000
09-06-2020 05:15,bvBOhCH3iADSZry,0,0,0,6485986.000
27-05-2020 01:45,uHbuxQJl8lW7ozc,0,0,0,7128538.000
11-06-2020 21:00,WRmjgnKYAwPKWDb,0,0,5619,7232986.000
12-06-2020 04:15,1IF53ai7Xc0U56Y,0,0,0,6392324.000
23-05-2020 11:30,pkci93gMrogZuBj,11401.4,1112.99,3422.75,7228622.750
09-06-2020 19:15,1BY6WEcLGh8j5v7,0,0,7456,6439070.000
20-05-2020 09:00,1BY6WEcLGh8j5v7,7395.88,724.15,985.875,6291082.875
07-06-2020 21:00,ih0vzX44oOqAx2f,0,0,8019,6358692.000
24-05-2020 06:45,rGa61gmuvPhdLxV,1124.5,109.3,42.375,7175335.375
19-05-2020 13:00,McdE0feGgRqW7Ca,10680.1,1043.26,3961.57,7189052.571
04-06-2020 17:45,bvBOhCH3iADSZry,1748,170.963,7415.75,6460139.750
05-06-2020 17:30,1IF53ai7Xc0U56Y,3502.38,344.175,7565.25,6348420.250
13-06-2020 14:30,YxYtjZvoooNbGkE,8480.57,829.357,6651.57,7397710.571
24-05-2020 15:30,3PZuoBAID5Wc2HD,4272.38,419.175,7491.12,7060759.125
08-06-2020 15:45,ZnxXDlPa8U1GXgE,8154.29,797.771,7606,6708869.000
24-05-2020 12:30,VHMLBKoKgIrUVDU,11931.1,1164,4583.25,7276915.250
08-06-2020 05:00,YxYtjZvoooNbGkE,0,0,0,7356967.000
15-05-2020 21:30,iCRJl6heRkivqQ3,0,0,6418,7184410.000
06-06-2020 21:15,1BY6WEcLGh8j5v7,0,0,5940,6418482.000
22-05-2020 19:00,3PZuoBAID5Wc2HD,0,0,7315,7044616.000
15-05-2020 17:00,McdE0feGgRqW7Ca,2386.57,234.129,6336.43,7165300.429
01-06-2020 08:00,sjndEbLyjtCKgGv,6069.12,594.663,488.125,7142730.125
07-06-2020 23:30,z9Y9gH1T5YWrNuG,0,0,6342,7183631.000
09-06-2020 19:00,1IF53ai7Xc0U56Y,0,0,8189,6380022.000
16-05-2020 04:30,uHbuxQJl8lW7ozc,0,0,0,7045068.000
15-05-2020 17:00,1IF53ai7Xc0U56Y,2165.29,212.271,6227.14,6189872.143
03-06-2020 09:00,z9Y9gH1T5YWrNuG,6194.71,606.929,815.571,7148089.571
07-06-2020 17:15,3PZuoBAID5Wc2HD,3255,319.829,8097,7167079.000
24-05-2020 04:30,wCURE6d3bPkepu2,0,0,0,6847830.000
10-06-2020 04:45,McdE0feGgRqW7Ca,0,0,0,7355017.000
18-05-2020 13:45,adLQvlD726eNBSB,12941.6,1261.83,3333.88,6295643.875
30-05-2020 20:15,VHMLBKoKgIrUVDU,0,0,7270,7328329.000
06-06-2020 00:15,WRmjgnKYAwPKWDb,0,0,0,7190270.000
31-05-2020 09:45,7JYdWkrLSPkdwr4,5682,556.862,1173.25,7723151.250
16-06-2020 05:30,ZnxXDlPa8U1GXgE,0,0,0,6758504.000
04-06-2020 15:00,bvBOhCH3iADSZry,10639.8,1039.97,5913,6458637.000
08-06-2020 06:45,3PZuoBAID5Wc2HD,1146.88,111.525,48.25,7167272.250
07-06-2020 11:15,ZnxXDlPa8U1GXgE,13193.6,1286.65,2800.62,6695854.625
15-06-2020 21:15,adLQvlD726eNBSB,0,0,6916,6512002.000
01-06-2020 23:00,McdE0feGgRqW7Ca,0,0,5992,7292752.000
15-05-2020 01:45,ih0vzX44oOqAx2f,0,0,0,6185184.000
07-06-2020 01:30,z9Y9gH1T5YWrNuG,0,0,0,7177289.000
18-05-2020 12:00,7JYdWkrLSPkdwr4,7986.14,781.614,1606.57,7624669.571
30-05-2020 07:30,ZoEaEvLYb1n2sOq,1996.75,195.713,171.375,7209771.375
16-06-2020 03:15,ZnxXDlPa8U1GXgE,0,0,0,6758504.000
29-05-2020 07:15,iCRJl6heRkivqQ3,1983.14,194.429,141.571,7283178.571
28-05-2020 16:30,1IF53ai7Xc0U56Y,4158.38,407.625,8148.25,6289610.250
27-05-2020 22:45,uHbuxQJl8lW7ozc,0,0,0,7135258.000
01-06-2020 21:45,z9Y9gH1T5YWrNuG,0,0,5931,7139828.000
02-06-2020 10:30,7JYdWkrLSPkdwr4,6788.62,664.812,2206.25,7735830.250
29-05-2020 23:15,1BY6WEcLGh8j5v7,0,0,7564,6365374.000
13-06-2020 18:30,pkci93gMrogZuBj,67.5,6.525,8353.75,7389160.750
26-05-2020 05:30,WRmjgnKYAwPKWDb,0,0,0,7109996.000
13-06-2020 13:30,iCRJl6heRkivqQ3,7982.25,781.312,5719.25,7397078.250
17-06-2020 16:30,WRmjgnKYAwPKWDb,1880.12,184.062,5755.12,7273334.125
19-05-2020 14:00,rGa61gmuvPhdLxV,9378.71,917.343,4795.14,7141697.143
15-05-2020 10:30,3PZuoBAID5Wc2HD,5319.86,521.6,1661.86,6989420.857
05-06-2020 00:00,adLQvlD726eNBSB,0,0,0,6430581.000
26-05-2020 10:00,wCURE6d3bPkepu2,10776.6,1053.27,1975.29,6866625.286
08-06-2020 00:15,zBIq5rxdHJRwDNY,0,0,0,6514911.000
28-05-2020 10:45,zVJPv84UY57bAof,10275.7,1002.66,2706,7214788.000
05-06-2020 01:00,zBIq5rxdHJRwDNY,0,0,0,6492579.000
30-05-2020 11:45,1IF53ai7Xc0U56Y,9337.86,912.929,2354.43,6300565.429
18-05-2020 23:15,YxYtjZvoooNbGkE,0,0,5369,7205598.000
19-05-2020 20:30,adLQvlD726eNBSB,0,0,0,6304513.000
21-05-2020 23:15,bvBOhCH3iADSZry,0,0,7110,6362148.000
16-06-2020 13:45,bvBOhCH3iADSZry,5474.62,536.388,4127.38,6531919.375
10-06-2020 14:30,z9Y9gH1T5YWrNuG,6006.43,587.957,5407,7204460.000
11-06-2020 10:00,rGa61gmuvPhdLxV,5209.38,510.637,943.25,7311712.250
17-06-2020 15:45,sjndEbLyjtCKgGv,1400.38,136.65,5478.5,7261272.500
07-06-2020 19:30,ih0vzX44oOqAx2f,0,0,8019,6358692.000
26-05-2020 08:15,ZnxXDlPa8U1GXgE,5985.88,586.538,540,6605206.000
09-06-2020 02:00,VHMLBKoKgIrUVDU,0,0,0,7394696.000
14-06-2020 07:45,pkci93gMrogZuBj,4347.88,426.85,305.5,7389466.500
08-06-2020 07:15,zBIq5rxdHJRwDNY,1838.25,180.15,120.125,6515031.125
15-06-2020 21:30,bvBOhCH3iADSZry,0,0,6192,6527792.000
30-05-2020 13:15,McdE0feGgRqW7Ca,11436.8,1116.67,3927.88,7277140.875
19-05-2020 20:30,YxYtjZvoooNbGkE,0,0,6878,7212476.000
22-05-2020 10:45,YxYtjZvoooNbGkE,8643,844.513,1974.5,7231008.500
11-06-2020 08:15,1BY6WEcLGh8j5v7,2702.71,265.086,237.571,6445218.571
17-06-2020 11:45,wCURE6d3bPkepu2,11444.4,1117.29,2519,7025237.000
01-06-2020 02:15,zBIq5rxdHJRwDNY,0,0,0,6463239.000
15-05-2020 10:30,adLQvlD726eNBSB,5257.57,515.571,1712.43,6273067.429
23-05-2020 01:00,wCURE6d3bPkepu2,0,0,0,6839225.000
17-05-2020 22:00,uHbuxQJl8lW7ozc,0,0,7454,7058793.000
28-05-2020 10:45,bvBOhCH3iADSZry,8876.5,867.6,2543.88,6408376.875
19-05-2020 21:15,ZoEaEvLYb1n2sOq,0,0,6805,7130332.000
20-05-2020 06:30,adLQvlD726eNBSB,782.125,75.875,22.875,6304535.875
13-06-2020 09:15,WRmjgnKYAwPKWDb,9191.57,899.014,1356.86,7240136.857
17-05-2020 08:15,1IF53ai7Xc0U56Y,5427,531.925,525.25,6197119.250
15-06-2020 08:00,ZoEaEvLYb1n2sOq,6230.29,610.429,372.429,7323424.429
06-06-2020 21:45,wCURE6d3bPkepu2,0,0,0,6953094.000
06-06-2020 07:30,VHMLBKoKgIrUVDU,4056.88,398.575,271.5,7371825.500
31-05-2020 22:15,zBIq5rxdHJRwDNY,0,0,0,6463239.000
14-06-2020 01:45,McdE0feGgRqW7Ca,0,0,0,7381923.000
18-05-2020 04:45,bvBOhCH3iADSZry,0,0,0,6335576.000
05-06-2020 11:00,bvBOhCH3iADSZry,9728.29,950.2,2406,6462592.000
23-05-2020 01:00,zBIq5rxdHJRwDNY,0,0,0,6395807.000
01-06-2020 15:00,zBIq5rxdHJRwDNY,2943.29,288.914,5342.14,6468581.143
26-05-2020 00:15,bvBOhCH3iADSZry,0,0,0,6392336.000
12-06-2020 20:45,1BY6WEcLGh8j5v7,0,0,5441,6455679.000
25-05-2020 11:00,sjndEbLyjtCKgGv,11861.6,1156.53,2981.88,7092332.875
15-05-2020 02:15,WRmjgnKYAwPKWDb,0,0,0,7028673.000
31-05-2020 08:30,bvBOhCH3iADSZry,4000.86,393.071,400,6428081.000
05-06-2020 08:45,zBIq5rxdHJRwDNY,7830.12,766.487,694.875,6493273.875
18-05-2020 23:15,VHMLBKoKgIrUVDU,0,0,5457,7232554.000
08-06-2020 15:30,sjndEbLyjtCKgGv,7808,764.043,7394.43,7199948.429
14-06-2020 14:45,bvBOhCH3iADSZry,5929.75,581.062,2696.12,6520338.125
15-06-2020 10:45,3PZuoBAID5Wc2HD,8717,851.725,2759,7220982.000
20-05-2020 13:00,ih0vzX44oOqAx2f,11880.5,1158.7,5325.38,6222602.375
18-05-2020 00:00,sjndEbLyjtCKgGv,0,0,0,7037054.000
22-05-2020 15:45,WRmjgnKYAwPKWDb,4452.25,436.925,6823.88,7084181.875
09-06-2020 14:45,iCRJl6heRkivqQ3,7798.43,763.214,6522.86,7371477.857
21-05-2020 18:00,pkci93gMrogZuBj,311.75,30.1,7771.5,7217969.500
26-05-2020 02:45,YxYtjZvoooNbGkE,0,0,0,7261464.000
16-05-2020 09:00,WRmjgnKYAwPKWDb,6406,627.529,906.143,7035721.143
31-05-2020 12:45,bvBOhCH3iADSZry,12623.3,1230.76,3717.43,6431398.429
17-05-2020 13:15,McdE0feGgRqW7Ca,6429.12,629,5022.62,7177043.625
14-06-2020 21:15,bvBOhCH3iADSZry,0,0,3958,6521600.000
14-06-2020 20:15,VHMLBKoKgIrUVDU,0,0,7489,7437055.000
16-05-2020 11:15,pkci93gMrogZuBj,6742.71,660.414,2400.14,7177877.143
31-05-2020 01:15,ZoEaEvLYb1n2sOq,0,0,0,7216848.000
26-05-2020 02:15,YxYtjZvoooNbGkE,0,0,0,7261464.000
17-05-2020 07:30,rGa61gmuvPhdLxV,2792.29,274.171,157,7124256.000
13-06-2020 21:30,zVJPv84UY57bAof,0,0,8410,7336960.000
12-06-2020 07:30,7JYdWkrLSPkdwr4,946.143,91.8857,88.7143,7806752.714
19-05-2020 01:15,z9Y9gH1T5YWrNuG,0,0,0,7033573.000
22-05-2020 09:45,VHMLBKoKgIrUVDU,5400.25,529.5,1342,7257703.000
15-05-2020 18:00,WRmjgnKYAwPKWDb,292,28.2286,6136.71,7034809.714
19-05-2020 21:45,pkci93gMrogZuBj,0,0,6938,7201349.000
22-05-2020 22:00,adLQvlD726eNBSB,0,0,7378,6328951.000
16-05-2020 11:30,z9Y9gH1T5YWrNuG,7666.57,750.443,2646.71,7016898.714
10-06-2020 04:00,uHbuxQJl8lW7ozc,0,0,0,7233863.000
01-06-2020 23:45,1IF53ai7Xc0U56Y,0,0,6012,6317444.000
11-06-2020 13:15,iCRJl6heRkivqQ3,7393.88,723.925,3239.25,7383018.250
21-05-2020 23:45,WRmjgnKYAwPKWDb,0,0,0,7077358.000
27-05-2020 07:45,7JYdWkrLSPkdwr4,3909.14,384.029,305.429,7692217.429
16-06-2020 11:45,YxYtjZvoooNbGkE,7407.86,725.157,3214,7416549.000
21-05-2020 19:45,1BY6WEcLGh8j5v7,0,0,7243,6305589.000
02-06-2020 18:00,YxYtjZvoooNbGkE,362,35,7399.29,7318915.286
13-06-2020 12:45,WRmjgnKYAwPKWDb,11781,1149.41,5066.25,7243846.250
13-06-2020 08:30,sjndEbLyjtCKgGv,6917.71,677.5,696.286,7227797.286
10-06-2020 20:15,1BY6WEcLGh8j5v7,0,0,5911,6444981.000
05-06-2020 10:30,bvBOhCH3iADSZry,9798.43,956.786,1918.43,6462104.429
12-06-2020 15:30,3PZuoBAID5Wc2HD,5909.75,579.1,5226.75,7201412.750
30-05-2020 04:15,sjndEbLyjtCKgGv,0,0,0,7129029.000
09-06-2020 20:30,McdE0feGgRqW7Ca,0,0,8235,7355017.000
19-05-2020 05:45,1BY6WEcLGh8j5v7,0,0,0,6283648.000
22-05-2020 23:15,rGa61gmuvPhdLxV,0,0,0,7167141.000
26-05-2020 09:00,uHbuxQJl8lW7ozc,8150.14,797.7,1046.86,7121742.857
13-06-2020 00:00,ZoEaEvLYb1n2sOq,0,0,0,7307385.000
18-05-2020 11:30,rGa61gmuvPhdLxV,5301,519.625,1318.25,7132855.250
19-05-2020 04:45,1BY6WEcLGh8j5v7,0,0,0,6283648.000
06-06-2020 21:30,uHbuxQJl8lW7ozc,0,0,0,7208855.000
26-05-2020 05:30,zVJPv84UY57bAof,0,0,0,7197609.000
02-06-2020 10:30,WRmjgnKYAwPKWDb,6529.43,639.543,2182.86,7161882.857
21-05-2020 16:15,1BY6WEcLGh8j5v7,3180.29,312.4,6976.43,6305322.429
16-05-2020 06:30,1IF53ai7Xc0U56Y,735.5,71.3,17.25,6190019.250
17-05-2020 06:30,rGa61gmuvPhdLxV,462.429,44.7143,7.85714,7124106.857
17-06-2020 02:30,rGa61gmuvPhdLxV,0,0,0,7350947.000
08-06-2020 01:30,McdE0feGgRqW7Ca,0,0,0,7338202.000
11-06-2020 19:00,1BY6WEcLGh8j5v7,0,0,5257,6450238.000
01-06-2020 09:45,1BY6WEcLGh8j5v7,6253.5,612.612,1469.88,6379400.875
28-05-2020 03:15,zVJPv84UY57bAof,0,0,0,7212082.000
08-06-2020 13:00,WRmjgnKYAwPKWDb,10096,985.529,5009,7209691.000
27-05-2020 11:15,sjndEbLyjtCKgGv,11297.7,1102.37,2764.57,7108653.571
15-06-2020 10:45,sjndEbLyjtCKgGv,11271.6,1100.2,2716.57,7245527.571
09-06-2020 18:45,rGa61gmuvPhdLxV,0,0,8240,7304204.000
04-06-2020 10:30,ZoEaEvLYb1n2sOq,10275.2,1003.39,1989.25,7245490.250
16-05-2020 18:15,1BY6WEcLGh8j5v7,120.143,11.6,6291.43,6271604.429
31-05-2020 07:30,ZnxXDlPa8U1GXgE,2018.62,197.887,145,6643528.000
17-05-2020 07:00,WRmjgnKYAwPKWDb,1479.5,144.475,53,7041483.000
23-05-2020 10:45,ZnxXDlPa8U1GXgE,8582.88,838.875,2525.5,6581664.500
14-06-2020 23:30,rGa61gmuvPhdLxV,0,0,7302,7337972.000
12-06-2020 01:00,z9Y9gH1T5YWrNuG,0,0,0,7211064.000
06-06-2020 22:30,zBIq5rxdHJRwDNY,0,0,0,6506728.000
23-05-2020 18:30,zBIq5rxdHJRwDNY,34.875,3.375,8674,6404481.000
16-05-2020 09:45,adLQvlD726eNBSB,8174.25,799.987,1413,6279151.000
07-06-2020 07:15,adLQvlD726eNBSB,1921.62,188.338,140.25,6445171.250
28-05-2020 05:30,ZnxXDlPa8U1GXgE,0,0,0,6619376.000
31-05-2020 14:00,uHbuxQJl8lW7ozc,9548.14,932.5,4996.86,7164268.857
31-05-2020 05:45,rGa61gmuvPhdLxV,0,0,0,7230438.000
31-05-2020 20:45,uHbuxQJl8lW7ozc,0,0,6081,7165353.000
28-05-2020 17:45,zBIq5rxdHJRwDNY,629.5,60.9375,7886.38,6441969.375
30-05-2020 01:30,uHbuxQJl8lW7ozc,0,0,0,7151932.000
30-05-2020 19:00,McdE0feGgRqW7Ca,0,0,7352,7280565.000
10-06-2020 17:45,VHMLBKoKgIrUVDU,1191.86,115.9,6450.71,7409266.714
09-06-2020 15:15,uHbuxQJl8lW7ozc,8389.14,820.971,6995.14,7232549.143
10-06-2020 21:45,zBIq5rxdHJRwDNY,0,0,6498,6537903.000
16-05-2020 16:30,pkci93gMrogZuBj,2609.14,255.871,5941.71,7181418.714
07-06-2020 06:45,ZnxXDlPa8U1GXgE,1516.14,148.229,47,6693101.000
27-05-2020 16:00,3PZuoBAID5Wc2HD,6199.14,607.329,6211.29,7084922.286
16-06-2020 14:30,VHMLBKoKgIrUVDU,10570.9,1032.03,5012,7448881.000
12-06-2020 14:00,7JYdWkrLSPkdwr4,8712.43,852.443,4188.14,7810852.143
30-05-2020 17:45,ZnxXDlPa8U1GXgE,1023.5,99.475,7281.25,6643347.250
05-06-2020 20:15,7JYdWkrLSPkdwr4,0,0,0,7764140.000
24-05-2020 13:45,1BY6WEcLGh8j5v7,11000.8,1075.08,5513.62,6325916.625
06-06-2020 03:45,bvBOhCH3iADSZry,0,0,0,6467251.000
02-06-2020 09:30,adLQvlD726eNBSB,9931.71,969.943,1356.29,6408187.286
25-05-2020 18:45,iCRJl6heRkivqQ3,0,0,8869,7260130.000
06-06-2020 08:00,McdE0feGgRqW7Ca,5242,513.871,486.143,7325167.143
13-06-2020 15:00,McdE0feGgRqW7Ca,10229.4,999.7,7310.14,7380638.143
31-05-2020 23:15,WRmjgnKYAwPKWDb,0,0,5837,7153866.000
01-06-2020 14:45,wCURE6d3bPkepu2,2873.75,282.137,5430.25,6914835.250
08-06-2020 11:30,ZnxXDlPa8U1GXgE,10833.9,1058.11,3598.86,6704861.857
26-05-2020 08:30,pkci93gMrogZuBj,6490,635.771,668.143,7251187.143
08-06-2020 03:30,sjndEbLyjtCKgGv,0,0,0,7192554.000
13-06-2020 22:15,VHMLBKoKgIrUVDU,0,0,8652,7429566.000
11-06-2020 12:15,McdE0feGgRqW7Ca,9087.12,888.938,2568,7364191.000
15-06-2020 08:15,pkci93gMrogZuBj,7001.57,685.671,543.571,7396965.571
24-05-2020 09:00,bvBOhCH3iADSZry,7089.12,694.125,882.25,6377654.250
07-06-2020 17:00,zVJPv84UY57bAof,3429.57,336.586,8023.43,7293553.429
07-06-2020 19:00,ZoEaEvLYb1n2sOq,0,0,8085,7273453.000
31-05-2020 18:45,ZoEaEvLYb1n2sOq,0,0,5796,7222644.000
08-06-2020 17:30,McdE0feGgRqW7Ca,2035.43,199.429,8487.29,7346689.286
09-06-2020 04:15,rGa61gmuvPhdLxV,0,0,0,7295964.000
30-05-2020 13:15,ZnxXDlPa8U1GXgE,12273.6,1197.4,3924.86,6639990.857
10-06-2020 10:30,McdE0feGgRqW7Ca,6710.57,657.229,1898.14,7356915.143
09-06-2020 01:45,adLQvlD726eNBSB,0,0,0,6462004.000
30-05-2020 06:15,ZnxXDlPa8U1GXgE,319,30.8143,5.71429,6636071.714
16-06-2020 06:30,bvBOhCH3iADSZry,632.375,61.25,10.5,6527802.500
15-06-2020 16:00,YxYtjZvoooNbGkE,1819.25,178,6156,7412858.000
05-06-2020 00:30,ZnxXDlPa8U1GXgE,0,0,0,6679062.000
17-06-2020 14:00,adLQvlD726eNBSB,6460.62,632.737,4841.38,6523239.375
02-06-2020 15:45,VHMLBKoKgIrUVDU,6334.25,620.487,6717.62,7347031.625
31-05-2020 18:00,ZnxXDlPa8U1GXgE,693,67.1429,6127.57,6649510.571
11-06-2020 23:45,ZoEaEvLYb1n2sOq,0,0,5561,7301632.000
17-06-2020 03:15,YxYtjZvoooNbGkE,0,0,0,7419556.000
24-05-2020 19:15,sjndEbLyjtCKgGv,0,0,7902,7089351.000
07-06-2020 17:30,3PZuoBAID5Wc2HD,2113.75,207.137,8164,7167146.000
16-05-2020 18:00,7JYdWkrLSPkdwr4,402.429,38.9143,6452.43,7615528.429
26-05-2020 14:00,ZoEaEvLYb1n2sOq,9134.12,892.425,5989.38,7184903.375
16-05-2020 03:45,z9Y9gH1T5YWrNuG,0,0,0,7014252.000
31-05-2020 11:15,wCURE6d3bPkepu2,12817.1,1250.35,2699,6905857.000
09-06-2020 22:15,McdE0feGgRqW7Ca,0,0,8235,7355017.000
31-05-2020 04:45,VHMLBKoKgIrUVDU,0,0,0,7328329.000
18-05-2020 13:15,YxYtjZvoooNbGkE,10415,1017.2,2652.57,7202881.571
31-05-2020 19:30,1IF53ai7Xc0U56Y,0,0,5889,6311432.000
11-06-2020 10:30,z9Y9gH1T5YWrNuG,5721.14,560.7,1200.71,7206665.714
02-06-2020 20:30,zVJPv84UY57bAof,0,0,7451,7255217.000
23-05-2020 01:00,zVJPv84UY57bAof,0,0,0,7172294.000
03-06-2020 18:45,1BY6WEcLGh8j5v7,0,0,7341,6397809.000
02-06-2020 20:45,3PZuoBAID5Wc2HD,0,0,0,7128614.000
31-05-2020 22:15,YxYtjZvoooNbGkE,0,0,5970,7305739.000
24-05-2020 06:00,WRmjgnKYAwPKWDb,110.25,10.65,0.375,7093026.375
07-06-2020 13:00,ih0vzX44oOqAx2f,12350.5,1204.19,4822.62,6355495.625
12-06-2020 08:15,sjndEbLyjtCKgGv,2800.43,274.686,209.143,7221463.143
26-05-2020 20:00,uHbuxQJl8lW7ozc,0,0,0,7128538.000
19-05-2020 14:30,zBIq5rxdHJRwDNY,10436.6,1020.24,5264.29,6370311.286
05-06-2020 15:30,z9Y9gH1T5YWrNuG,5144,503.543,6458.57,7169720.571
23-05-2020 13:00,YxYtjZvoooNbGkE,10306.4,1007.53,5136.43,7241257.429
05-06-2020 05:30,zBIq5rxdHJRwDNY,0,0,0,6492579.000
27-05-2020 03:30,zVJPv84UY57bAof,0,0,0,7205383.000
09-06-2020 04:45,iCRJl6heRkivqQ3,0,0,0,7364955.000
20-05-2020 06:45,iCRJl6heRkivqQ3,938,91.1125,40,7210758.000
11-06-2020 08:30,VHMLBKoKgIrUVDU,3085.88,303.087,334.625,7409629.625
17-05-2020 19:00,3PZuoBAID5Wc2HD,0,0,7794,7008483.000
29-05-2020 06:15,ih0vzX44oOqAx2f,446.167,43.2167,2,6287172.000
08-06-2020 12:15,sjndEbLyjtCKgGv,8350.86,817.057,4290,7196844.000
13-06-2020 06:45,7JYdWkrLSPkdwr4,1127.5,109.625,38,7812455.000
14-06-2020 06:30,VHMLBKoKgIrUVDU,677.5,65.65,16.75,7429582.750
06-06-2020 21:00,7JYdWkrLSPkdwr4,0,0,6317,7770457.000
25-05-2020 08:00,WRmjgnKYAwPKWDb,4575.29,448.8,386.714,7101503.714
02-06-2020 23:15,ZoEaEvLYb1n2sOq,0,0,7287,7235727.000
18-05-2020 12:30,WRmjgnKYAwPKWDb,8417.43,823.729,2055.57,7051159.571
02-06-2020 10:30,sjndEbLyjtCKgGv,7252.62,710.075,2303.5,7150311.500
29-05-2020 11:00,1BY6WEcLGh8j5v7,10951.3,1069.87,2519.43,6360329.429
18-05-2020 13:00,uHbuxQJl8lW7ozc,8312,813.4,2467.12,7061260.125
14-06-2020 04:00,7JYdWkrLSPkdwr4,0,0,0,7820852.000
18-05-2020 10:30,1BY6WEcLGh8j5v7,2999,294.586,695.429,6279345.429
15-05-2020 06:45,YxYtjZvoooNbGkE,1292.12,125.963,37.25,7180003.250
16-05-2020 11:00,wCURE6d3bPkepu2,7736.88,757.375,2296.5,6791223.500
17-06-2020 19:00,ih0vzX44oOqAx2f,0,0,5758,6426129.000
02-06-2020 06:45,uHbuxQJl8lW7ozc,809.25,78.5375,30.75,7170972.750
15-06-2020 18:45,ZoEaEvLYb1n2sOq,0,0,6639,7329691.000
29-05-2020 18:00,zVJPv84UY57bAof,445,43.0375,8209.25,7228682.250
16-06-2020 12:15,7JYdWkrLSPkdwr4,6473,634.038,3425.12,7838224.125
05-06-2020 16:30,YxYtjZvoooNbGkE,6032.57,591.1,7030.86,7341916.857
20-05-2020 12:30,YxYtjZvoooNbGkE,12873,1255.13,4777.71,7217253.714
02-06-2020 11:30,adLQvlD726eNBSB,6647.29,651.1,3089.86,6409920.857
22-05-2020 14:15,rGa61gmuvPhdLxV,7926.5,775.6,5334,7165733.000
16-06-2020 05:45,wCURE6d3bPkepu2,0,0,0,7016444.000
21-05-2020 23:00,zVJPv84UY57bAof,0,0,7944,7165123.000
05-06-2020 23:00,WRmjgnKYAwPKWDb,0,0,0,7190270.000
09-06-2020 13:30,1BY6WEcLGh8j5v7,9372.43,915.329,5088.43,6436702.429
26-05-2020 19:30,uHbuxQJl8lW7ozc,0,0,0,7128538.000
11-06-2020 17:00,adLQvlD726eNBSB,2456.12,240.838,5625.5,6482569.500
05-06-2020 11:00,sjndEbLyjtCKgGv,8333.88,815.075,2575.88,7174093.875
21-05-2020 11:45,wCURE6d3bPkepu2,12387.6,1208.49,3556.88,6827800.875
12-06-2020 09:30,7JYdWkrLSPkdwr4,5280.88,517.663,749.25,7807413.250
21-05-2020 10:15,1IF53ai7Xc0U56Y,7354.86,719.086,2075.57,6227502.571
15-05-2020 11:45,sjndEbLyjtCKgGv,6771.38,663.075,2640,7019472.000
03-06-2020 19:15,zVJPv84UY57bAof,0,0,7836,7263053.000
18-05-2020 03:30,zVJPv84UY57bAof,0,0,0,7136015.000
24-05-2020 14:30,ih0vzX44oOqAx2f,6684.71,654.529,6256.86,6255194.857
07-06-2020 04:15,zVJPv84UY57bAof,0,0,0,7285530.000
31-05-2020 14:00,adLQvlD726eNBSB,10837.4,1057.74,4771.62,6399542.625
25-05-2020 00:30,1BY6WEcLGh8j5v7,0,0,0,6327940.000
17-05-2020 08:00,uHbuxQJl8lW7ozc,4843,475.071,363.143,7051702.143
20-05-2020 06:30,3PZuoBAID5Wc2HD,747.714,72.4857,20.5714,7020532.571
12-06-2020 11:45,bvBOhCH3iADSZry,8490.57,830.857,2212.29,6506619.286
16-05-2020 13:45,WRmjgnKYAwPKWDb,6439,630.757,4867,7039682.000
21-05-2020 08:00,uHbuxQJl8lW7ozc,4829.8,473.54,369.2,7080474.667
30-05-2020 18:00,VHMLBKoKgIrUVDU,647.286,62.6714,7254.57,7328313.571
22-05-2020 10:30,ZnxXDlPa8U1GXgE,6476.62,634.025,1898.5,6573762.500
06-06-2020 17:45,YxYtjZvoooNbGkE,335.75,32.4375,6317.75,7348806.750
03-06-2020 18:15,1BY6WEcLGh8j5v7,347,33.5429,7334.86,6397802.857
11-06-2020 21:45,pkci93gMrogZuBj,0,0,5662,7374956.000
15-05-2020 16:15,iCRJl6heRkivqQ3,4732.14,464.257,5983,7183975.000
07-06-2020 06:00,WRmjgnKYAwPKWDb,66,6.37143,0.285714,7196611.286
17-05-2020 23:30,zVJPv84UY57bAof,0,0,7480,7136015.000
19-05-2020 23:45,ZoEaEvLYb1n2sOq,0,0,6805,7130332.000
07-06-2020 21:45,1IF53ai7Xc0U56Y,0,0,8239,6363338.000
16-05-2020 05:45,ZnxXDlPa8U1GXgE,0,0,0,6528476.000
03-06-2020 18:15,3PZuoBAID5Wc2HD,360.429,34.8429,7868.29,7136482.286
15-06-2020 19:15,1IF53ai7Xc0U56Y,0,0,6846,6421214.000
02-06-2020 12:45,7JYdWkrLSPkdwr4,10673.3,1042.63,4011.86,7737635.857
04-06-2020 15:30,zBIq5rxdHJRwDNY,8800,860.9,6943.29,6491285.286
13-06-2020 01:00,pkci93gMrogZuBj,0,0,0,7380807.000
18-05-2020 21:15,zBIq5rxdHJRwDNY,0,0,5390,6365047.000
25-05-2020 14:45,3PZuoBAID5Wc2HD,9591.29,937.957,7597.14,7069165.143
24-05-2020 02:15,sjndEbLyjtCKgGv,0,0,0,7081449.000
20-05-2020 13:15,McdE0feGgRqW7Ca,12517.5,1220.43,5743.83,7197841.833
18-05-2020 16:30,3PZuoBAID5Wc2HD,3796.62,373.05,5160.88,7013643.875
21-05-2020 12:45,1BY6WEcLGh8j5v7,8430.25,824.4,4273.38,6302619.375
